[2025-12-13 20:29:15] [INFO    ] discord.client: logging in using static token
[2025-12-13 20:29:27] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 12, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-12-14T04:29:29.058000+00:00', 'pinned': False, 'nonce': '5134590239349537729', 'mentions': [{'username': 'forrdd', 'public_flags': 128, 'primary_guild': None, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-12-13T21:38:31.498000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '260503091730710529', 'global_name': 'Ford', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '85154bda6162896b8a8370cd50f8713e'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1449516180422525001'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-12-13T21:39:48.229000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1449619280344907849', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Hello <@260503091730710529>!', 'components': [], 'channel_type': 0, 'channel_id': '1449515860015452354', 'author': {'username': 'youtube_tutorial', 'public_flags': 0, 'primary_guild': None, 'id': '1449512052027560108', 'global_name': None, 'display_name_styles': None, 'discriminator': '3465', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1449515858937380955'}}
[2025-12-13 20:29:27] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-13 20:29:27] [DEBUG   ] discord.client: Dispatching event message
[2025-12-13 20:29:27] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1449515860015452354/messages with {"content":"Hello <@260503091730710529>!","components":[],"nonce":"5134590239349537729","enforce_nonce":true,"tts":false} has returned 200
[2025-12-13 20:29:27] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1449515860015452354/messages has received {'type': 0, 'content': 'Hello <@260503091730710529>!', 'mentions': [{'id': '260503091730710529', 'username': 'forrdd', 'avatar': '85154bda6162896b8a8370cd50f8713e', 'discriminator': '0', 'public_flags': 128, 'flags': 128, 'banner': None, 'accent_color': None, 'global_name': 'Ford', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-12-14T04:29:29.058000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1449619280344907849', 'channel_id': '1449515860015452354', 'author': {'id': '1449512052027560108', 'username': 'youtube_tutorial', 'avatar': None, 'discriminator': '3465', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '5134590239349537729'}
[2025-12-13 20:29:27] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-12-13 20:29:27] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 13, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-12-14T04:29:29.163000+00:00', 'pinned': False, 'nonce': '6474103716655786333', 'mentions': [{'username': 'forrdd', 'public_flags': 128, 'primary_guild': None, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-12-13T21:38:31.498000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '260503091730710529', 'global_name': 'Ford', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '85154bda6162896b8a8370cd50f8713e'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1449516180422525001'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-12-13T21:39:48.229000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1449619280785051681', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Hello <@260503091730710529>!', 'components': [], 'channel_type': 0, 'channel_id': '1449515860015452354', 'author': {'username': 'youtube_tutorial', 'public_flags': 0, 'primary_guild': None, 'id': '1449512052027560108', 'global_name': None, 'display_name_styles': None, 'discriminator': '3465', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1449515858937380955'}}
[2025-12-13 20:29:27] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-13 20:29:27] [DEBUG   ] discord.client: Dispatching event message
[2025-12-13 20:29:27] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 14, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-12-14T04:29:29.181000+00:00', 'pinned': False, 'nonce': '1449619272513880064', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-12-13T21:38:31.498000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1449619280860676218', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!hello', 'components': [], 'channel_type': 0, 'channel_id': '1449515860015452354', 'author': {'username': 'forrdd', 'public_flags': 128, 'primary_guild': None, 'id': '260503091730710529', 'global_name': 'Ford', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '85154bda6162896b8a8370cd50f8713e'}, 'attachments': [], 'guild_id': '1449515858937380955'}}
[2025-12-13 20:29:27] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-13 20:29:27] [DEBUG   ] discord.client: Dispatching event message
[2025-12-13 20:29:27] [DEBUG   ] discord.client: Dispatching event command
[2025-12-13 20:29:27] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1449515860015452354/messages with {"content":"Hello <@260503091730710529>!","components":[],"nonce":"6474103716655786333","enforce_nonce":true,"tts":false} has returned 200
[2025-12-13 20:29:27] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1449515860015452354/messages has received {'type': 0, 'content': 'Hello <@260503091730710529>!', 'mentions': [{'id': '260503091730710529', 'username': 'forrdd', 'avatar': '85154bda6162896b8a8370cd50f8713e', 'discriminator': '0', 'public_flags': 128, 'flags': 128, 'banner': None, 'accent_color': None, 'global_name': 'Ford', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-12-14T04:29:29.163000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1449619280785051681', 'channel_id': '1449515860015452354', 'author': {'id': '1449512052027560108', 'username': 'youtube_tutorial', 'avatar': None, 'discriminator': '3465', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '6474103716655786333'}
[2025-12-13 20:29:27] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-12-13 20:29:27] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 15, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-12-14T04:29:29.378000+00:00', 'pinned': False, 'nonce': '1449619273273049088', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-12-13T21:38:31.498000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1449619281686823013', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!hello', 'components': [], 'channel_type': 0, 'channel_id': '1449515860015452354', 'author': {'username': 'forrdd', 'public_flags': 128, 'primary_guild': None, 'id': '260503091730710529', 'global_name': 'Ford', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '85154bda6162896b8a8370cd50f8713e'}, 'attachments': [], 'guild_id': '1449515858937380955'}}
[2025-12-13 20:29:27] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-13 20:29:27] [DEBUG   ] discord.client: Dispatching event message
[2025-12-13 20:29:27] [DEBUG   ] discord.client: Dispatching event command
[2025-12-13 20:29:27] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 16, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-12-14T04:29:29.467000+00:00', 'pinned': False, 'nonce': '16850271308147481781', 'mentions': [{'username': 'forrdd', 'public_flags': 128, 'primary_guild': None, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-12-13T21:38:31.498000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '260503091730710529', 'global_name': 'Ford', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '85154bda6162896b8a8370cd50f8713e'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1449516180422525001'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-12-13T21:39:48.229000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1449619282060378142', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Hello <@260503091730710529>!', 'components': [], 'channel_type': 0, 'channel_id': '1449515860015452354', 'author': {'username': 'youtube_tutorial', 'public_flags': 0, 'primary_guild': None, 'id': '1449512052027560108', 'global_name': None, 'display_name_styles': None, 'discriminator': '3465', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1449515858937380955'}}
[2025-12-13 20:29:27] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-13 20:29:27] [DEBUG   ] discord.client: Dispatching event message
[2025-12-13 20:29:27] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1449515860015452354/messages with {"content":"Hello <@260503091730710529>!","components":[],"nonce":"16850271308147481781","enforce_nonce":true,"tts":false} has returned 200
[2025-12-13 20:29:27] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1449515860015452354/messages has received {'type': 0, 'content': 'Hello <@260503091730710529>!', 'mentions': [{'id': '260503091730710529', 'username': 'forrdd', 'avatar': '85154bda6162896b8a8370cd50f8713e', 'discriminator': '0', 'public_flags': 128, 'flags': 128, 'banner': None, 'accent_color': None, 'global_name': 'Ford', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-12-14T04:29:29.467000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1449619282060378142', 'channel_id': '1449515860015452354', 'author': {'id': '1449512052027560108', 'username': 'youtube_tutorial', 'avatar': None, 'discriminator': '3465', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '16850271308147481781'}
[2025-12-13 20:29:28] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 17, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-12-14T04:29:29.532000+00:00', 'pinned': False, 'nonce': '759417507427349230', 'mentions': [{'username': 'forrdd', 'public_flags': 128, 'primary_guild': None, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-12-13T21:38:31.498000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '260503091730710529', 'global_name': 'Ford', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '85154bda6162896b8a8370cd50f8713e'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1449516180422525001'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-12-13T21:39:48.229000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1449619282332749846', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Hello <@260503091730710529>!', 'components': [], 'channel_type': 0, 'channel_id': '1449515860015452354', 'author': {'username': 'youtube_tutorial', 'public_flags': 0, 'primary_guild': None, 'id': '1449512052027560108', 'global_name': None, 'display_name_styles': None, 'discriminator': '3465', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1449515858937380955'}}
[2025-12-13 20:29:28] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-13 20:29:28] [DEBUG   ] discord.client: Dispatching event message
[2025-12-13 20:29:28] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1449515860015452354/messages with {"content":"Hello <@260503091730710529>!","components":[],"nonce":"759417507427349230","enforce_nonce":true,"tts":false} has returned 200
[2025-12-13 20:29:28] [DEBUG   ] discord.http: A rate limit bucket (3df15bae86f6647dd4dfcbd5c6949480) has been exhausted. Pre-emptively rate limiting...
[2025-12-13 20:29:28] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1449515860015452354/messages has received {'type': 0, 'content': 'Hello <@260503091730710529>!', 'mentions': [{'id': '260503091730710529', 'username': 'forrdd', 'avatar': '85154bda6162896b8a8370cd50f8713e', 'discriminator': '0', 'public_flags': 128, 'flags': 128, 'banner': None, 'accent_color': None, 'global_name': 'Ford', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-12-14T04:29:29.532000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1449619282332749846', 'channel_id': '1449515860015452354', 'author': {'id': '1449512052027560108', 'username': 'youtube_tutorial', 'avatar': None, 'discriminator': '3465', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '759417507427349230'}
[2025-12-13 20:29:28] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-12-13 20:29:28] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 18, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-12-14T04:29:29.698000+00:00', 'pinned': False, 'nonce': '1449619274002857984', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-12-13T21:38:31.498000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1449619283029266443', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!hello', 'components': [], 'channel_type': 0, 'channel_id': '1449515860015452354', 'author': {'username': 'forrdd', 'public_flags': 128, 'primary_guild': None, 'id': '260503091730710529', 'global_name': 'Ford', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '85154bda6162896b8a8370cd50f8713e'}, 'attachments': [], 'guild_id': '1449515858937380955'}}
[2025-12-13 20:29:28] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-13 20:29:28] [DEBUG   ] discord.client: Dispatching event message
[2025-12-13 20:29:28] [DEBUG   ] discord.client: Dispatching event command
[2025-12-13 20:29:28] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 19, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-12-14T04:29:29.978000+00:00', 'pinned': False, 'nonce': '1449619274615226368', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-12-13T21:38:31.498000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1449619284203667588', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!hello', 'components': [], 'channel_type': 0, 'channel_id': '1449515860015452354', 'author': {'username': 'forrdd', 'public_flags': 128, 'primary_guild': None, 'id': '260503091730710529', 'global_name': 'Ford', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '85154bda6162896b8a8370cd50f8713e'}, 'attachments': [], 'guild_id': '1449515858937380955'}}
[2025-12-13 20:29:28] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-13 20:29:28] [DEBUG   ] discord.client: Dispatching event message
[2025-12-13 20:29:28] [DEBUG   ] discord.client: Dispatching event command
[2025-12-13 20:29:31] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-12-13 20:29:31] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 20, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-12-14T04:29:33.526000+00:00', 'pinned': False, 'nonce': '15897550614496212676', 'mentions': [{'username': 'forrdd', 'public_flags': 128, 'primary_guild': None, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-12-13T21:38:31.498000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '260503091730710529', 'global_name': 'Ford', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '85154bda6162896b8a8370cd50f8713e'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1449516180422525001'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-12-13T21:39:48.229000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1449619299084931324', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Hello <@260503091730710529>!', 'components': [], 'channel_type': 0, 'channel_id': '1449515860015452354', 'author': {'username': 'youtube_tutorial', 'public_flags': 0, 'primary_guild': None, 'id': '1449512052027560108', 'global_name': None, 'display_name_styles': None, 'discriminator': '3465', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1449515858937380955'}}
[2025-12-13 20:29:31] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-13 20:29:31] [DEBUG   ] discord.client: Dispatching event message
[2025-12-13 20:29:31] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1449515860015452354/messages with {"content":"Hello <@260503091730710529>!","components":[],"nonce":"15897550614496212676","enforce_nonce":true,"tts":false} has returned 200
[2025-12-13 20:29:31] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1449515860015452354/messages has received {'type': 0, 'content': 'Hello <@260503091730710529>!', 'mentions': [{'id': '260503091730710529', 'username': 'forrdd', 'avatar': '85154bda6162896b8a8370cd50f8713e', 'discriminator': '0', 'public_flags': 128, 'flags': 128, 'banner': None, 'accent_color': None, 'global_name': 'Ford', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-12-14T04:29:33.526000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1449619299084931324', 'channel_id': '1449515860015452354', 'author': {'id': '1449512052027560108', 'username': 'youtube_tutorial', 'avatar': None, 'discriminator': '3465', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '15897550614496212676'}
[2025-12-13 20:29:31] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-12-13 20:29:31] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 21, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-12-14T04:29:33.549000+00:00', 'pinned': False, 'nonce': '2933740821630989978', 'mentions': [{'username': 'forrdd', 'public_flags': 128, 'primary_guild': None, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-12-13T21:38:31.498000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '260503091730710529', 'global_name': 'Ford', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '85154bda6162896b8a8370cd50f8713e'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1449516180422525001'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-12-13T21:39:48.229000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1449619299181527162', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Hello <@260503091730710529>!', 'components': [], 'channel_type': 0, 'channel_id': '1449515860015452354', 'author': {'username': 'youtube_tutorial', 'public_flags': 0, 'primary_guild': None, 'id': '1449512052027560108', 'global_name': None, 'display_name_styles': None, 'discriminator': '3465', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1449515858937380955'}}
[2025-12-13 20:29:31] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-13 20:29:31] [DEBUG   ] discord.client: Dispatching event message
[2025-12-13 20:29:31] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1449515860015452354/messages with {"content":"Hello <@260503091730710529>!","components":[],"nonce":"2933740821630989978","enforce_nonce":true,"tts":false} has returned 200
[2025-12-13 20:29:31] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1449515860015452354/messages has received {'type': 0, 'content': 'Hello <@260503091730710529>!', 'mentions': [{'id': '260503091730710529', 'username': 'forrdd', 'avatar': '85154bda6162896b8a8370cd50f8713e', 'discriminator': '0', 'public_flags': 128, 'flags': 128, 'banner': None, 'accent_color': None, 'global_name': 'Ford', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-12-14T04:29:33.549000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1449619299181527162', 'channel_id': '1449515860015452354', 'author': {'id': '1449512052027560108', 'username': 'youtube_tutorial', 'avatar': None, 'discriminator': '3465', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '2933740821630989978'}
[2025-12-13 20:29:31] [DEBUG   ] discord.client: Dispatching event command_completion
